review_id,user_name,review_text,rating,thumbs_up_count,app_version,review_date,developer_reply_text,developer_reply_date,developer_reply,review_length,positive_review,negative_review
d5da3aec-1bcc-45dd-82f7-a073840964dd,Muhammad muiz Arfan,can you make a dark mode please???,5,0,3.77.25,2026-07-05 22:30:54,"Thank you for rating us Muhammad muiz Arfan !
If you need assistance in the future, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Internet Call.",2026-07-05 23:10:33,True,34,False,False
eed1421e-2a42-4053-af42-18aa2a6e6dd4,Shan S,"on opening app, video pops up, making annoying noise. tried everything, including clearing cache, reinstalling, etc, NO USE. ask you programmer to correct this error unless it's deliberately put it. In the past, no issues",1,1,3.77.25,2026-07-05 22:18:05,"We're sorry to hear about this review, Shan S. 😢 We would like to understand more about the issues you've encountered. Could you please provide additional details or contact our support team? You can access via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-06-20 22:54:15,True,221,False,True
b409b422-e13c-45d4-a631-7651fb4d6344,Nazmin Pauzi,terbaik,5,0,3.77.25,2026-07-05 22:02:04,,,False,7,False,False
b4398159-6058-4fe5-a160-07e31368a81e,Ghost Rider,it's very good,5,0,3.76.27,2026-07-05 21:55:48,"We're happy to hear that you're enjoying Shopee, Ghost Rider! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-07-05 22:08:34,True,14,True,False
53eb3df4-8e1b-4234-9278-fedc977817b9,TLutfil Dato TZainal,reasonable certain times (pricing),5,0,3.77.25,2026-07-05 21:50:57,"We're happy to hear that you're enjoying Shopee, TLutfil Dato TZainal! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-03-07 20:05:01,True,34,False,False
b2d7837e-434e-40c4-a302-a44ef5e49021,humyrah afiqah,I lied y'all make 100 ads and still gain nothing,5,0,3.77.25,2026-07-05 21:44:58,"We're happy to hear that you're enjoying Shopee, humyrah afiqah! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-02-09 00:15:37,True,48,False,False
78d95206-bfb8-414b-a5b6-436049b0a6ce,nik azran nik aziz,apps easy to use and reliable..very recommended,5,0,3.77.25,2026-07-05 21:01:34,,,False,47,True,False
5932e3f3-fb2c-4264-94bf-3923115059e4,Muhamad Faizan,Sangat membantu,5,0,3.77.25,2026-07-05 20:50:12,"Terima kasih atas rating ini, Muhamad Faizan !
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat atau Panggilan Internet Percuma.",2026-07-05 21:54:17,True,15,False,False
91f5a742-f6cd-4423-93b3-4ae981065064,Hafiz “Locos” Zainai,easy to use the apps,5,0,3.77.25,2026-07-05 20:33:38,"Thank you for rating us Hafiz “Locos” Zainai !
If you need assistance in the future, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Internet Call.",2026-07-05 21:53:48,True,20,True,False
74a52310-8391-4a64-b5e1-c7d630620253,suhaimi rahim,thiss app very ok,5,0,3.77.25,2026-07-05 20:32:33,"Thank you for rating us suhaimi rahim !
If you need assistance in the future, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Internet Call.",2026-07-05 21:53:34,True,17,False,False
98fb7bbf-0f2f-463c-805d-7881703da0c9,Ahmad fadleey Haron,good,5,0,3.76.25,2026-07-05 20:11:09,"Thank you for rating us Ahmad fadleey Haron !
If you need assistance in the future, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Internet Call.",2026-07-05 21:53:22,True,4,True,False
9f00daf8-c258-441c-9c37-bb2882ca3027,linda zehan,Tan sedap,5,0,,2026-07-05 19:43:18,"Kami gembira mendengar ulasan ini linda zehan ! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat atau Panggilan Internet.",2026-07-05 20:35:54,True,9,False,False
0fca395f-7e46-46c5-8fc3-11e2056f62ac,Muhd ikram,kenapa app ni server error,3,0,3.77.25,2026-07-05 19:09:19,"Kami kesal mendengar ulasan ini, Muhd ikram. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2026-07-05 20:37:00,True,26,False,True
83fc02eb-65ec-4224-833b-6a6d1baeb1b7,aie sharil,superb easy,5,0,3.77.25,2026-07-05 18:28:42,"Thank you for rating us aie sharil !
If you need assistance in the future, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Internet Call.",2026-07-05 20:35:57,True,11,True,False
2b0cc8bf-e22a-45b4-b019-9dc3c78f6f27,Muhd Aqil,yooo nice,5,0,3.75.24,2026-07-05 17:22:09,"We're happy to hear that you're enjoying Shopee, Muhd Aqil! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-07-05 18:19:55,True,9,False,False
d27b7347-7fbd-435d-a64a-dcdaeacdb9ea,Supardi Jayadi,Good,5,0,3.77.25,2026-07-05 17:08:43,"We're happy to hear that you're enjoying Shopee, Supardi Jayadi! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-07-05 18:19:38,True,4,True,False
c9afb888-f59a-42a6-9514-eb012e9ecf1c,Deva Sundari Govindasamy,ok only,5,0,3.77.25,2026-07-05 16:06:18,"We're happy to hear that you're enjoying Shopee, Deva Sundari Govindasamy! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-07-05 18:22:51,True,7,False,False
36fc4da7-08b0-417f-b44a-3e8f01f0d195,Haswandy Asli,ok,5,0,3.77.25,2026-07-05 15:04:27,"We're happy to hear that you're enjoying Shopee, Haswandy Asli! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat or Free Internet Call.",2026-07-05 16:11:59,True,2,False,False
cfc92ebd-2b3f-432e-bb5b-985c293ee6c7,Mr Dr Red,platform pembelian terbaik setakat ini walau ada saingan dri tt.. urusan return/refund amat mudah.. teruskan beri komitmen terbaik UTK pelanggan...,5,0,3.77.25,2026-07-05 12:15:13,"Kami gembira mendengar ulasan ini Mr Dr Red ! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat atau Panggilan Internet.",2026-07-05 14:17:42,True,147,False,True
878b3bb4-dd24-4e35-ae7a-b09a495da9e2,ChE FaiZoL 70,"Mudah nak menggunakannya dan banyak baucer,harga barang² murah dan menjimatkan.",5,0,3.77.25,2026-07-05 11:58:49,"Kami gembira mendengar ulasan ini ChE FaiZoL 70! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-09-22 23:06:21,True,79,False,False
2d4e3c2d-dcd8-499a-a24b-ae258d12a647,muhammad TAQIUDDIN,mantap,5,0,3.77.25,2026-07-05 10:54:06,"Kami gembira mendengar ulasan ini muhammad TAQIUDDIN ! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat atau Panggilan Internet.",2026-07-05 11:21:45,True,6,False,False
